id,work_title,episode_title,excerpt_fa,excerpt_en,question_fa,question_en,answer_fa,answer_en,summary_fa,summary_en,difficulty,type,source,tags
434,"Shahnameh","مرداس تازی و فرزند ناخلفش ضحاک","فرومایه ضحاک بیدادگر / بدین چاره بگرفت جای پدر","Low-born Zahhak, cruel and grim / Seized his father’s throne by this dark whim","ضحاک پس از قتل پدر چه کرد؟","What did Zahhak do after killing his father?","جای پدر را گرفت و تاج بر سر نهاد","He seized his father’s throne and crowned himself","ضحاک ظالم و بیدادگر، با این حیله جای پدر را گرفت و خود را شاه کرد.","The low-born, cruel Zahhak seized his father’s place through this treachery and crowned himself king.","Medium","Usurpation, Power, Cruelty","Shahnameh by Ferdowsi","Zahhak, Usurpation, Throne, Cruelty"
435,"Shahnameh","مرداس تازی و فرزند ناخلفش ضحاک","به سر بر نهاد افسر تازیان / بر ایشان ببخشید سود و زیان","Placed the crown of Arab kings on head / Gave them gifts so loyalty they’d spread","ضحاک چگونه حکومت خود را تثبیت کرد؟","How did Zahhak consolidate his rule?","تاج تازیان را بر سر نهاد و به آنان بخشید","He crowned himself with the Arab crown and bestowed gifts","ضحاک تاج پادشاهی تازیان را بر سر نهاد و سود و زیان (خراج و مالیات) را به مردم بخشید تا وفاداری‌شان را جلب کند.","Zahhak placed the Arab crown upon his head and forgave taxes and dues to win the loyalty of his subjects.","Medium","Power Consolidation, Bribery, Rule","Shahnameh by Ferdowsi","Zahhak, Crown, Bribery, Loyalty"
436,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","چو ابلیس پیوسته دید آن سخن / یکی بند بد را نو افگند بن","When Satan saw his plan succeed / He wove a new, more wicked deed","ابلیس پس از موفقیت در قتل مرداس چه کرد؟","What did Satan do after succeeding in Merdas’s murder?","طرح جدید و پلیدتری طراحی کرد","He devised a new, more wicked scheme","ابلیس، پس از موفقیت در فریب ضحاک و قتل مرداس، بلافاصله نقشه‌ای جدید و شیطانی‌تر برای تسلط بر ضحاک طراحی کرد.","After successfully deceiving Zahhak and murdering Merdas, Satan immediately devised a new, more sinister plot to dominate Zahhak.","Medium","Deception, Evil, Continuation","Shahnameh by Ferdowsi","Satan, Deception, Plot, Zahhak"
437,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بدو گفت گر سوی من تافتی / ز گیتی همه کام دل یافتی","He told him: ‘If you follow me / All worldly desires you’ll see’","ابلیس چه وعده‌ای به ضحاک داد؟","What promise did Satan make to Zahhak?","اگر با من همراه شوی، همهٔ آرزوهایت برآورده می‌شود","If you follow me, all your worldly desires will be fulfilled","ابلیس به ضحاک وعده داد که اگر او را دنبال کند، تمام آرزوهایش در جهان برآورده خواهد شد.","Satan promised Zahhak that if he followed him, all his worldly desires would be fulfilled.","Medium","Temptation, Power, Promise","Shahnameh by Ferdowsi","Zahhak, Satan, Temptation, Worldly Desire"
438,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","اگر همچنین نیز پیمان کنی / نپیچی ز گفتار و فرمان کنی","If you swear loyalty and obey / Never turn from my words away","شرط ابلیس برای اعطای قدرت چه بود؟","What was Satan’s condition for granting power?","وفادار باشی و از فرمان من سرپیچی نکنی","Be loyal and never disobey my command","ابلیس شرط کرد که ضحاک وفادار باشد و هرگز از فرمان او سرپیچی نکند.","Satan conditioned his gifts on Zahhak’s absolute loyalty and obedience.","Medium","Obedience, Control, Manipulation","Shahnameh by Ferdowsi","Zahhak, Obedience, Satan, Control"
439,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","جهان سربه‌سر پادشاهی تو راست / دد و مردم و مرغ و ماهی تو راست","The whole world shall bow to your throne / Men, beasts, birds, fish — all your own","ابلیس چه قدرتی به ضحاک وعده داد؟","What power did Satan promise Zahhak?","سلطنت جهانی بر تمام موجودات","Sovereignty over the entire world and all creatures","ابلیس وعده داد که ضحاک بر تمام جهان — انسان، حیوان، پرنده و ماهی — فرمانروایی کند.","Satan promised Zahhak dominion over the entire world — humans, beasts, birds, and fish alike.","Medium","World Domination, Power, Ambition","Shahnameh by Ferdowsi","Zahhak, World Rule, Satan, Ambition"
440,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","چو این کرده شد ساز دیگر گرفت / یکی چاره کرد از شگفتی شگفت","Then he devised another plan / A wonder beyond human span","ابلیس چه کاری کرد پس از وعده‌هایش؟","What did Satan do after making promises?","طرح شگفت‌انگیز جدیدی طراحی کرد","He devised a new, astonishing plan","ابلیس پس از وعده‌ها، نقشه‌ای شگفت‌انگیز و شیطانی برای تسلط بر ضحاک طراحی کرد.","After his promises, Satan devised a new, astonishingly evil scheme to enslave Zahhak.","Medium","Deception, Supernatural, Strategy","Shahnameh by Ferdowsi","Satan, Deception, Plan, Supernatural"
441,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","جوانی برآراست از خویشتن / سخنگوی و بینا دل و رایزن","He shaped himself as a young man fair / Eloquent, wise, and debonair","ابلیس چه ظاهری برای فریب ضحاک انتخاب کرد؟","What form did Satan take to deceive Zahhak?","جوانی خوش‌سخن، باهوش و مشورت‌گر","A charming, eloquent, wise young man","ابلیس خود را به شکل جوانی خوش‌سخن، باهوش و مشورت‌گر درآورد تا نزد ضحاک رود.","Satan transformed himself into a charming, eloquent, and wise young man to approach Zahhak.","Medium","Disguise, Deception, Appearance","Shahnameh by Ferdowsi","Satan, Disguise, Deception, Zahhak"
442,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","همیدون به ضحاک بنهاد روی / نبودش به جز آفرین گفت و گوی","He came to Zahhak, smooth of speech / With flattery none could ever teach","ابلیس چگونه با ضحاک رفتار کرد؟","How did Satan behave toward Zahhak?","با چرب‌زبانی و تملق با او صحبت کرد","He spoke with flattery and charm","ابلیس با چرب‌زبانی و تملق بی‌نظیر با ضحاک صحبت کرد تا مورد اعتماد او شود.","Satan charmed Zahhak with unparalleled flattery to gain his trust.","Medium","Flattery, Manipulation, Trust","Shahnameh by Ferdowsi","Satan, Flattery, Manipulation, Zahhak"
443,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بدو گفت اگر شاه را در خورم / یکی نامور پاک خوالیگرم","He said: ‘If I’m worthy of your court / I’m a cook of rare and noble sort’","ابلیس چه درخواستی از ضحاک کرد؟","What request did Satan make of Zahhak?","در دربار تو آشپزی کنم","Let me serve as your royal cook","ابلیس درخواست کرد که در دربار ضحاک به عنوان آشپز خدمت کند.","Satan requested to serve as Zahhak’s royal cook.","Medium","Deception, Infiltration, Service","Shahnameh by Ferdowsi","Satan, Cook, Infiltration, Deception"
444,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","چو بشنید ضحاک بنواختش / ز بهر خورش جایگه ساختش","Zahhak welcomed him with grace / And gave him kitchen, time, and space","ضحاک چه واکنشی نشان داد؟","How did Zahhak react?","از او استقبال کرد و آشپزخانه به او داد","He welcomed him and assigned him a kitchen","ضحاک با احترام از او استقبال کرد و دستور داد آشپزخانه‌ای برایش آماده شود.","Zahhak welcomed him graciously and ordered a royal kitchen prepared for him.","Medium","Trust, Hospitality, Deception","Shahnameh by Ferdowsi","Zahhak, Trust, Satan, Kitchen"
445,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","کلید خورش خانهٔ پادشا / بدو داد دستور فرمانروا","The royal kitchen keys he gave / By the king’s own order, bold and brave","ضحاک چه اختیاری به ابلیس داد؟","What authority did Zahhak grant Satan?","کلید آشپزخانهٔ سلطنتی را به او سپرد","He entrusted him with the royal kitchen keys","ضحاک کلید آشپزخانهٔ سلطنتی را به ابلیس (در هیبت آشپز) سپرد.","Zahhak entrusted Satan — disguised as a cook — with the keys to the royal kitchen.","Medium","Authority, Trust, Deception","Shahnameh by Ferdowsi","Zahhak, Satan, Kitchen, Authority"
446,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","فراوان نبود آن زمان پرورش / که کمتر بد از خوردنی‌ها خورش","In those days cooking was but crude / Few knew how to make food shrewd","وضعیت آشپزی در آن زمان چگونه بود؟","What was the state of cooking then?","هنر آشپزی ابتدایی و ناشناخته بود","Culinary arts were primitive and undeveloped","در آن زمان، هنر آشپزی ابتدایی بود و خوراک‌ها به خوبی شناخته نشده بودند.","In those days, culinary arts were rudimentary and foods were poorly understood.","Medium","Culture, History, Culinary","Shahnameh by Ferdowsi","Cooking, History, Primitive Cuisine"
447,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","ز هر گوشت از مرغ و از چارپای / خورشگر بیاورد یک یک به جای","He brought meats — fowl and beast — each day / Prepared them in a curious way","ابلیس چه نوع غذاهایی درست می‌کرد؟","What kinds of food did Satan prepare?","گوشت مرغ و چهارپایان را با روش عجیبی آماده می‌کرد","Meats of fowl and beasts, prepared strangely","ابلیس گوشت مرغ و چهارپایان را با روش‌های عجیب و شگفت‌انگیز آماده می‌کرد.","Satan prepared meats of fowl and beasts in strange, wondrous ways.","Medium","Deception, Food, Supernatural","Shahnameh by Ferdowsi","Satan, Cooking, Deception, Strange Food"
448,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","به خونش بپرورد بر سان شیر / بدان تا کند پادشا را دلیر","Fed them blood as if it were milk / To make the king bold, fierce, and ilk","چرا ابلیس به حیوانات خون می‌داد؟","Why did Satan feed blood to the animals?","تا ضحاک با خوردن گوشت آنها جسور و بی‌ترس شود","So Zahhak would become bold and fearless by eating their meat","ابلیس به حیوانات خون می‌داد تا با خوردن گوشت آنها، ضحاک جسور و بی‌ترس شود.","Satan fed blood to the animals so that by eating their meat, Zahhak would become bold and fearless.","Medium","Manipulation, Blood, Fearlessness","Shahnameh by Ferdowsi","Satan, Blood, Courage, Manipulation"
449,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","سخن هر چه گویدش فرمان کند / به فرمان او دل گروگان کند","Thus the king, emboldened, would obey / His heart enslaved to Satan’s sway","هدف نهایی ابلیس از این کار چه بود؟","What was Satan’s ultimate goal?","قلب ضحاک را به فرمان خود وابسته کند","To enslave Zahhak’s heart to his command","هدف ابلیس این بود که ضحاک به حرف‌هایش گوش دهد و دلش گروگان فرمان او شود.","Satan’s goal was to make Zahhak obedient, his heart enslaved to Satan’s will.","Medium","Control, Enslavement, Manipulation","Shahnameh by Ferdowsi","Satan, Control, Enslavement, Zahhak"
450,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","خورش زردهٔ خایه دادش نخست / بدان داشتش یک زمان تندرست","First he served egg yolk, pure and bright / To keep the king in health and light","اولین غذایی که ابلیس ساخت چه بود؟","What was the first dish Satan prepared?","زردهٔ تخم مرغ برای سلامتی ضحاک","Egg yolk, to maintain Zahhak’s health","ابلیس ابتدا زردهٔ تخم مرغ را برای حفظ سلامت ضحاک سرو کرد.","Satan first served egg yolk to maintain Zahhak’s health and vigor.","Medium","Health, Food, Deception","Shahnameh by Ferdowsi","Satan, Cooking, Health, Egg Yolk"
451,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بخورد و بر او آفرین کرد سخت / مزه یافت خواندش ورا نیک‌بخت","Zahhak ate and praised with cheer / Called him blessed, his skill sincere","ضحاک چگونه به غذاهای ابلیس واکنش نشان داد؟","How did Zahhak react to Satan’s dishes?","از طعم غذاها لذت برد و ابلیس را ستود","He enjoyed the flavors and praised Satan","ضحاک از غذاها لذت برد، ابلیس را ستود و او را آدمی خوش‌بخت و بااستعداد خواند.","Zahhak relished the dishes, praised Satan, and called him fortunate and gifted.","Medium","Praise, Deception, Trust","Shahnameh by Ferdowsi","Zahhak, Praise, Satan, Deception"
452,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","چنین گفت ابلیس نیرنگ‌ساز / که شادان زی ای شاه گردنفراز","Satan the trickster said with glee: / ‘Be joyful, O high-crowned king, be free!’","ابلیس چه سخنی به ضحاک گفت؟","What did Satan say to Zahhak?","شاد باش ای پادشاه گردنفراز","Be joyful, O lofty-crowned king","ابلیس به ضحاک گفت: «شاد باش ای پادشاه گردنفراز!»","Satan told Zahhak: “Be joyful, O lofty-crowned king!”","Medium","Flattery, Deception, Encouragement","Shahnameh by Ferdowsi","Satan, Flattery, Zahhak, Encouragement"
453,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","که فردات از آن گونه سازم خورش / کز او باشدت سربه‌سر پرورش","Tomorrow I’ll prepare a feast / That shall make your strength never cease","ابلیس چه وعده‌ای برای فردا داد؟","What did Satan promise for the next day?","غذایی درست می‌کنم که تو را بسیار قوی کند","I will make a dish that grants you immense strength","ابلیس وعده داد فردا غذایی درست کند که قدرت ضحاک را به اوج برساند.","Satan promised to prepare a dish the next day that would grant Zahhak immense strength.","Medium","Promise, Strength, Deception","Shahnameh by Ferdowsi","Satan, Promise, Strength, Zahhak"
454,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","برفت و همه شب سگالش گرفت / که فردا ز خوردن چه سازد شگفت","He left and schemed the whole night through / What wondrous dish next day to brew","ابلیس شب چه کار کرد؟","What did Satan do that night?","همه شب در فکر درست کردن غذای شگفت‌انگیز بود","He spent the night planning a wondrous dish","ابلیس تمام شب را صرف طراحی غذای شگفت‌انگیز فردا کرد.","Satan spent the entire night devising the next day’s wondrous dish.","Medium","Planning, Deception, Preparation","Shahnameh by Ferdowsi","Satan, Planning, Cooking, Deception"
455,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","خورش‌ها ز کبک و تذرو سپید / بسازید و آمد دلی پر امید","Dishes of quail and tazru white / He made, then came with hope alight","غذای روز دوم چه بود؟","What was the second day’s dish?","غذایی از کبک و تذرو سفید","Dishes made from quail and white tazru","ابلیس غذایی از گوشت کبک و پرندهٔ تذرو درست کرد و با امید به نزد ضحاک آمد.","Satan prepared dishes from quail and tazru bird, then came to Zahhak with hopeful heart.","Medium","Food, Birds, Preparation","Shahnameh by Ferdowsi","Satan, Cooking, Quail, Tazru"
456,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","شه تازیان چون به نان دست برد / سر کم خرد مهر او را سپرد","When the Arab king touched the bread / His heart to the cook was softly led","واکنش ضحاک به غذای روز دوم چه بود؟","How did Zahhak react to the second dish?","دلش به آشپز (ابلیس) سپرده شد","His heart was captivated by the cook","ضحاک با خوردن غذای روز دوم، کاملاً دلباختهٔ آشپز (ابلیس) شد.","Upon eating the second dish, Zahhak became utterly captivated by the cook (Satan).","Medium","Captivation, Trust, Deception","Shahnameh by Ferdowsi","Zahhak, Captivation, Satan, Trust"
457,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","سیم روز خوان را به مرغ و بره / بیاراستش گونه گون یک‌سره","Third day: fowl and lamb, arrayed / In countless forms, by him displayed","غذای روز سوم چه بود؟","What was served on the third day?","مرغ و بره به شکل‌های گوناگون","Fowl and lamb, presented in varied forms","در روز سوم، ابلیس مرغ و بره را به شکل‌های گوناگون سرو کرد.","On the third day, Satan served fowl and lamb in countless artistic forms.","Medium","Culinary Art, Variety, Deception","Shahnameh by Ferdowsi","Satan, Cooking, Variety, Presentation"
458,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","به روز چهارم چو بنهاد خوان / خورش ساخت از پشت گاو جوان","On the fourth day, when he set the board / He served young beef, richly stored","غذای روز چهارم چه بود؟","What was the fourth day’s dish?","گوشت پشت گوساله","Meat from the back of a young calf","در روز چهارم، ابلیس غذایی از پشت گوساله جوان سرو کرد.","On the fourth day, Satan served a dish made from the back of a young calf.","Medium","Food, Beef, Preparation","Shahnameh by Ferdowsi","Satan, Cooking, Beef, Calf"
459,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بدو اندرون زعفران و گلاب / همان سالخورده می و مشک ناب","Infused with saffron, rosewater sweet / And aged wine with pure musk to greet","ابلیس چه طعم‌دهنده‌هایی به غذا اضافه کرد؟","What flavorings did Satan add?","زعفران، گلاب، شراب کهنه و مشک ناب","Saffron, rosewater, aged wine, and pure musk","ابلیس زعفران، گلاب، شراب کهنه و مشک ناب به غذا اضافه کرد.","Satan infused the dish with saffron, rosewater, aged wine, and pure musk.","Medium","Luxury, Flavor, Deception","Shahnameh by Ferdowsi","Satan, Flavor, Luxury, Cooking"
460,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","چو ضحاک دست اندر آورد و خورد / شگفت آمدش زان هشیوار مرد","When Zahhak ate, he stood amazed / At the cook’s skill, deeply praised","ضحاک چگونه به غذای روز چهارم واکنش نشان داد؟","How did Zahhak react to the fourth dish?","از مهارت آشپز شگفت‌زده شد","He was astonished by the cook’s skill","ضحاک از مهارت بی‌نظیر آشپز (ابلیس) در پخت غذای روز چهارم شگفت‌زده شد.","Zahhak was astonished by the unparalleled skill of the cook (Satan) in preparing the fourth dish.","Medium","Amazement, Praise, Deception","Shahnameh by Ferdowsi","Zahhak, Amazement, Satan, Skill"
461,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بدو گفت بنگر که از آرزوی / چه خواهی بگو با من ای نیک‌خوی","He said: ‘Look now, what is your desire? / Speak, O good man, I’ll grant your fire’","ضحاک چه پیشنهادی به ابلیس داد؟","What offer did Zahhak make to Satan?","هر آرزویی داری بگو تا برآورده کنم","Tell me your wish — I will fulfill it","ضحاک به ابلیس گفت هر آرزویی داری بگو تا آن را برآورده کنم.","Zahhak told Satan: “Tell me your wish — I will fulfill it.”","Medium","Generosity, Trap, Power","Shahnameh by Ferdowsi","Zahhak, Offer, Satan, Wish"
462,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","خورشگر بدو گفت کای پادشا / همیشه بزی شاد و فرمانروا","The cook said: ‘O king, may you reign / Ever joyful, free from pain’","ابلیس در پاسخ چه گفت؟","What did Satan say in response?","ای پادشاه، همیشه شاد و فرمانروا باشی","O king, may you always be joyful and sovereign","ابلیس در پاسخ گفت: «ای پادشاه، همیشه شاد و فرمانروا باشی.»","In response, Satan said: “O king, may you always be joyful and sovereign.”","Medium","Flattery, Deception, False Loyalty","Shahnameh by Ferdowsi","Satan, Flattery, Zahhak, False Loyalty"
463,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","مرا دل سراسر پر از مهر تو است / همه توشهٔ جانم از چهر تو است","My heart is full of love for you / My soul’s sustenance is your view","ابلیس چگونه ضحاک را فریب داد؟","How did Satan deceive Zahhak?","با اظهار عشق و وفاداری فریب او را زد","By professing love and devotion","ابلیس با ادعای عشق و وفاداری، ضحاک را فریب داد.","Satan deceived Zahhak by professing boundless love and devotion.","Medium","Deception, False Love, Manipulation","Shahnameh by Ferdowsi","Satan, Deception, Love, Manipulation"
464,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","یکی حاجتستم به نزدیک شاه / و گرچه مرا نیست این پایگاه","I have one wish, near to the king / Though unworthy of such honoring","ابلیس چه درخواستی مطرح کرد؟","What request did Satan make?","نزدیک شاه شوم، هر چند شایسته نیستم","To draw near the king, though I’m unworthy","ابلیس درخواست کرد نزدیک ضحاک شود، هر چند ادعا کرد شایستهٔ آن نیست.","Satan requested to draw near to Zahhak, though he claimed unworthiness.","Medium","Humility, Deception, Proximity","Shahnameh by Ferdowsi","Satan, Request, Proximity, Deception"
465,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","که فرمان دهد تا سر کتف اوی / ببوسم بدو بر نهم چشم و روی","Grant me to kiss your shoulders fair / And gaze upon your face with care","ابلیس درخواست نهایی‌اش چه بود؟","What was Satan’s final request?","اجازه بده سر شانه‌هایت را ببوسم","Let me kiss your shoulders","ابلیس درخواست کرد اجازهٔ بوسیدن شانه‌های ضحاک را بدهد.","Satan requested permission to kiss Zahhak’s shoulders.","Medium","Intimacy, Deception, Ritual","Shahnameh by Ferdowsi","Satan, Kiss, Shoulders, Deception"
466,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","چو ضحاک بشنید گفتار اوی / نهانی ندانست بازار اوی","When Zahhak heard, he knew not why / The hidden intent behind the lie","ضحاک از درخواست ابلیس چه برداشتی کرد؟","What did Zahhak understand from Satan’s request?","نیت پنهانی او را نفهمید","He did not perceive the hidden intent","ضحاک نیت شیطانی پنهان در پس درخواست بوسیدن شانه‌ها را نفهمید.","Zahhak failed to perceive the demonic intent hidden behind the request to kiss his shoulders.","Medium","Ignorance, Deception, Trap","Shahnameh by Ferdowsi","Zahhak, Ignorance, Satan, Trap"
467,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بدو گفت دارم من این کام تو / بلندی بگیرد از این نام تو","He said: ‘I grant your wish today / May your name rise, come what may’","ضحاک چه پاسخی داد؟","How did Zahhak respond?","درخواست تو را برآورده می‌کنم","I will fulfill your wish","ضحاک گفت درخواست ابلیس را برآورده می‌کند تا نام او بلند شود.","Zahhak said he would fulfill Satan’s wish so that his name might be exalted.","Medium","Consent, Deception, Doom","Shahnameh by Ferdowsi","Zahhak, Consent, Satan, Doom"
468,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بفرمود تا دیو چون جفت او / همی بوسه داد از بر سفت او","He ordered: ‘Let him, as a spouse / Kiss my shoulders, as he vows’","ضحاک چه دستوری داد؟","What command did Zahhak give?","اجازه داد مانند همسر به شانه‌هایش ببوسد","He permitted him to kiss his shoulders like a spouse","ضحاک اجازه داد ابلیس مانند همسر به شانه‌هایش ببوسد.","Zahhak permitted Satan to kiss his shoulders as if he were a spouse.","Medium","Ritual, Intimacy, Corruption","Shahnameh by Ferdowsi","Zahhak, Ritual, Kiss, Corruption"
469,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","ببوسید و شد بر زمین ناپدید / کس اندر جهان این شگفتی ندید","He kissed — then vanished from the ground / No one saw such wonder found","چه اتفاقی پس از بوسیدن رخ داد؟","What happened after the kiss?","ابلیس ناپدید شد و هیچ‌کس چنین شگفتی را ندید","Satan vanished — no one had seen such wonder","پس از بوسیدن، ابلیس ناگهان ناپدید شد — شگفتی بی‌نظیری که هیچ‌کس ندیده بود.","After the kiss, Satan vanished suddenly — a wonder unseen by any in the world.","Medium","Supernatural, Vanishing, Shock","Shahnameh by Ferdowsi","Satan, Vanishing, Supernatural, Wonder"
470,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","دو مار سیه از دو کتفش برست / غمی گشت و از هر سویی چاره جست","Two black snakes from his shoulders grew / He grieved and sought what he should do","چه اتفاقی برای ضحاک افتاد؟","What happened to Zahhak?","دو مار سیاه از شانه‌هایش رشد کردند","Two black snakes sprouted from his shoulders","دو مار سیاه از شانه‌های ضحاک روییدند و او به شدت ناراحت شد.","Two black snakes sprouted from Zahhak’s shoulders, and he was filled with grief.","Medium","Curse, Horror, Consequence","Shahnameh by Ferdowsi","Zahhak, Snakes, Curse, Horror"
471,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","سرانجام ببرید هر دو ز کفت / سزد گر بمانی بدین در شگفت","He cut them off — but lo, in vain / For soon they grew again, with pain","ضحاک چه کاری کرد؟","What did Zahhak do?","مارها را برید","He cut off the snakes","ضحاک تصمیم گرفت مارها را از شانه‌هایش ببرد.","Zahhak decided to cut the snakes from his shoulders.","Medium","Desperation, Violence, Futility","Shahnameh by Ferdowsi","Zahhak, Snakes, Cutting, Futility"
472,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","چو شاخ درخت آن دو مار سیاه / برآمد دگر باره از کتف شاه","Like tree branches, black snakes grew / Again from shoulders, fresh and new","نتیجهٔ بریدن مارها چه بود؟","What was the result of cutting the snakes?","دوباره مانند شاخه‌های درخت رشد کردند","They regrew like tree branches","مارها پس از بریده شدن، دوباره مانند شاخه‌های درخت از شانه‌های ضحاک رشد کردند.","After being cut, the snakes regrew from Zahhak’s shoulders like tree branches.","Medium","Curse, Regrowth, Horror","Shahnameh by Ferdowsi","Zahhak, Snakes, Regrowth, Curse"
473,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","پزشکان فرزانه گرد آمدند / همه یک به یک داستان‌ها زدند","Wise physicians gathered near / Each told a tale, dispelled no fear","چه کسانی برای درمان ضحاک گرد آمدند؟","Who gathered to treat Zahhak?","پزشکان دانا و فرزانه","Wise and learned physicians","پزشکان دانا و فرزانه گرد آمدند تا درمانی برای ضحاک بیابند.","Wise and learned physicians gathered to find a cure for Zahhak.","Medium","Wisdom, Failure, Desperation","Shahnameh by Ferdowsi","Zahhak, Physicians, Cure, Failure"
474,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","ز هر گونه نیرنگ‌ها ساختند / مر آن درد را چاره نشناختند","They tried each trick, each remedy / But found no cure, no remedy","پزشکان چه کردند و نتیجه چه بود؟","What did the physicians do, and what was the result?","هر درمانی امتحان کردند اما درمانی نیافتند","They tried every remedy but found no cure","پزشکان هر درمان و ترفندی را امتحان کردند اما هیچ‌کدام مؤثر نبود.","The physicians tried every remedy and trick, but none proved effective.","Medium","Failure, Medicine, Curse","Shahnameh by Ferdowsi","Zahhak, Physicians, Failure, Snakes"
475,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","به سان پزشکی پس ابلیس تفت / به فرزانگی نزد ضحاک رفت","Then Satan came as healer wise / To Zahhak with learned guise","ابلیس این بار در چه نقشی ظاهر شد؟","In what role did Satan appear this time?","در نقش پزشک دانا","As a wise physician","ابلیس این بار در نقش پزشکی دانا و فرزانه به نزد ضحاک آمد.","This time, Satan appeared before Zahhak disguised as a wise and learned physician.","Medium","Disguise, Deception, Healing","Shahnameh by Ferdowsi","Satan, Disguise, Physician, Deception"
476,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","بدو گفت کاین بودنی کار بود / بمان تا چه گردد نباید درود","He said: ‘This curse is here to stay / Don’t cut them — let us see their way’","ابلیس چه توصیه‌ای کرد؟","What advice did Satan give?","مارها را نبری، بگذار بمانند","Do not cut them — let them remain","ابلیس به ضحاک گفت مارها ماندگارند و نباید آنها را برید.","Satan told Zahhak the snakes were permanent and should not be cut.","Medium","Manipulation, Acceptance, Evil","Shahnameh by Ferdowsi","Satan, Advice, Snakes, Manipulation"
477,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","خورش ساز و آرامشان ده به خورد / نباید جز این چاره‌ای نیز کرد","Feed them well to keep them tame / No other cure — accept this game","ابلیس چه راه‌حلی پیشنهاد کرد؟","What solution did Satan propose?","به آنها غذا بده تا آرام شوند","Feed them to keep them calm","ابلیس پیشنهاد کرد مارها را با غذا آرام کنند، چون راه‌حل دیگری وجود ندارد.","Satan proposed feeding the snakes to keep them calm — no other cure existed.","Medium","Evil Solution, Feeding, Control","Shahnameh by Ferdowsi","Satan, Snakes, Feeding, Control"
478,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","به جز مغز مردم مده‌شان خورش / مگر خود بمیرند از این پرورش","Feed them naught but human brains / Else they’ll die from lack of gains","چه غذایی برای مارها تجویز کرد؟","What food did Satan prescribe for the snakes?","مغز انسان","Human brains","ابلیس تجویز کرد که تنها غذای مارها باید مغز انسان باشد.","Satan prescribed that the only food for the snakes should be human brains.","Medium","Horror, Sacrifice, Evil","Shahnameh by Ferdowsi","Zahhak, Snakes, Human Brains, Horror"
479,"Shahnameh","داستان رویش مار بر شانه‌های ضحاک","نگر تا که ابلیس از این گفت‌وگوی / چه کرد و چه خواست اندر این جستجوی","See what Satan sought to gain / Through this dark and wicked game","هدف پنهانی ابلیس از این پیشنهاد چه بود؟","What was Satan’s hidden goal?","نابودی بشریت","The destruction of humanity","ابلیس با این پیشنهاد به دنبال نابودی بشریت بود.","Through this proposal, Satan aimed at the annihilation of humankind.","Medium","Genocide, Evil, Hidden Agenda","Shahnameh by Ferdowsi","Satan, Genocide, Humanity, Hidden Agenda"
